segment_index,time_hours,start_time_hours,end_time_hours,stage,dominant_emotion,bizarreness_score,lucidity_probability,generation_mode,llm_trigger_type,llm_latency_ms,template_bank,ach,serotonin,ne,cortisol,narrative,scene_description,active_memory_ids
5322842c-fb97-48f4-96eb-1cc1b8805948,3.641667,3.641667,3.65,N3,anxious,0.3,,LLM_FALLBACK,,1512.0,TEMPLATE_N3,0.3115,0.1812,0.1927,0.1352,"In this N3 interval, a anxious dream image unfolds around shifting memory fragments and sensory distortions. At 3.642h, the scene",N3 segment with anxious imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
ce4605fe-116c-4c46-a511-08a23da92cac,3.65,3.65,3.658333,N2,anxious,0.45,,TEMPLATE,,,n2_any_01,0.4313,0.2786,0.2937,0.1699,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
090c44b3-b0bc-4b0c-a8a4-4c735b763f30,3.658333,3.658333,3.666667,N2,neutral,0.45,,TEMPLATE,,,n2_neutral_01,0.4763,0.3004,0.2829,0.1651,"I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and each transition feels smooth enough to maintain continuity without becoming fully vivid. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
934f7ee4-259f-49fd-b259-e9eea09c8c06,3.666667,3.666667,3.675,N2,neutral,0.45,,TEMPLATE,,,n2_any_01,0.4611,0.282,0.2803,0.1857,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
7b85df6a-56c1-470b-b5f1-0b576842b6cb,3.675,3.675,3.683333,N2,neutral,0.45,,TEMPLATE,,,n2_neutral_01,0.4473,0.2732,0.2908,0.1535,"I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and each transition feels smooth enough to maintain continuity without becoming fully vivid. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
d830752f-0af5-4c87-a5f9-dfb11f97930e,3.683333,3.683333,3.691667,N2,joyful,0.45,,TEMPLATE,,,n2_joyful_01,0.441,0.277,0.3084,0.1757,"The dream offers bright, coherent moments across streets, rooms, and gatherings where each interaction feels welcoming and lightly magical; colors are richer than waking life, and even ordinary gestures carry quiet delight that accumulates into a sustained positive mood. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
8c1bc794-bd3d-4df1-816a-be990daca3a7,3.691667,3.691667,3.7,N2,melancholic,0.45,,TEMPLATE,,,n2_melancholic_01,0.4575,0.3032,0.2519,0.1593,"I revisit quiet environments tied to old routines, where conversations are incomplete and people fade before we reconnect; the tone is reflective and heavy, with gentle sadness layered over everyday details that feel just out of reach but emotionally significant.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
dfb75c1d-7f3d-48d0-a3ed-bf09e1e9e3ae,3.7,3.7,3.708333,N2,anxious,0.45,,TEMPLATE,,,n2_anxious_01,0.451,0.3001,0.2629,0.2023,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that pulls me onward. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
723eaeef-2217-465c-9ef9-ddf46469ab4a,3.708333,3.708333,3.716667,N2,melancholic,0.45,,TEMPLATE,,,n2_any_01,0.4431,0.2717,0.2801,0.179,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
3f8bff6d-67d9-42eb-b668-ae13b9008878,3.716667,3.716667,3.725,N2,curious,0.45,,TEMPLATE,,,n2_curious_01,0.4356,0.2864,0.2795,0.164,"Each location presents a puzzle disguised as routine detail, such as symbols on train maps, altered room layouts, or renamed objects; I follow these anomalies from scene to scene, noticing how the dream preserves structure while quietly reshaping the rules underneath.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
57abaf68-dbce-47e7-869a-6ec8ae3869d6,3.725,3.725,3.733333,N2,fearful,0.45,,TEMPLATE,,,n2_fearful_01,0.4208,0.3144,0.301,0.1537,"A low-threat dread pervades familiar places, with open doors, delayed footsteps, and messages that arrive too late; the dream never erupts, yet each scene carries a sharpened edge, making routine actions feel dangerous even when nothing explicitly attacks me. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
c3c23e05-f287-416e-82cc-de95b90aacad,3.733333,3.733333,3.741667,N2,anxious,0.45,,TEMPLATE,,,n2_any_01,0.4593,0.2867,0.2849,0.139,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
16910224-1dd1-464d-a50b-033313bfaf27,3.741667,3.741667,3.75,N2,anxious,0.45,,TEMPLATE,,,n2_anxious_01,0.4597,0.315,0.2708,0.2217,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that pulls me onward. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
c6484922-70a3-425e-a18b-e493cf55906d,3.75,3.75,3.758333,N2,fearful,0.45,,TEMPLATE,,,n2_any_01,0.4531,0.2816,0.2558,0.1729,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
78ebcd40-b977-484a-bd84-ddbc7d7575c8,3.758333,3.758333,3.766667,N2,neutral,0.45,,TEMPLATE,,,n2_neutral_01,0.4552,0.2855,0.2375,0.1614,"I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and each transition feels smooth enough to maintain continuity without becoming fully vivid. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
6137bec1-7e0c-4f39-a2f6-8e0888149c9d,3.766667,3.766667,3.775,N2,fearful,0.45,,TEMPLATE,,,n2_fearful_01,0.4014,0.2917,0.28,0.1406,"A low-threat dread pervades familiar places, with open doors, delayed footsteps, and messages that arrive too late; the dream never erupts, yet each scene carries a sharpened edge, making routine actions feel dangerous even when nothing explicitly attacks me. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
190ee91b-3ec1-497e-bef0-28ebb1069154,3.775,3.775,3.783333,N2,fearful,0.45,,TEMPLATE,,,n2_any_01,0.442,0.25,0.3043,0.1686,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
1d97cdfd-079b-4f54-bd0b-9f8f4bfa32cc,3.783333,3.783333,3.791667,N2,anxious,0.45,,TEMPLATE,,,n2_anxious_01,0.4716,0.2826,0.3126,0.1402,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that pulls me onward. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
1439b8e9-6b3f-4c9d-8ff1-276f02fe69ed,3.791667,3.791667,3.8,N2,joyful,0.45,,TEMPLATE,,,n2_any_01,0.4513,0.2942,0.2576,0.1429,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
b8092300-66bd-4437-821f-2dff354b5c4b,3.8,3.8,3.808333,N2,joyful,0.45,,TEMPLATE,,,n2_joyful_01,0.4519,0.294,0.2661,0.0955,"The dream offers bright, coherent moments across streets, rooms, and gatherings where each interaction feels welcoming and lightly magical; colors are richer than waking life, and even ordinary gestures carry quiet delight that accumulates into a sustained positive mood. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
bd25863b-ded6-4047-a637-4ac3bf11e91c,3.808333,3.808333,3.816667,N2,anxious,0.45,,TEMPLATE,,,n2_any_01,0.4629,0.284,0.258,0.168,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
602859d2-2efa-4ead-9400-7cc3c1ec544b,3.816667,3.816667,3.825,N2,fearful,0.45,,TEMPLATE,,,n2_fearful_01,0.4683,0.2446,0.302,0.136,"A low-threat dread pervades familiar places, with open doors, delayed footsteps, and messages that arrive too late; the dream never erupts, yet each scene carries a sharpened edge, making routine actions feel dangerous even when nothing explicitly attacks me. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
72ed2400-73e6-44d8-8f1a-b68f5e958cf8,3.825,3.825,3.833333,N2,fearful,0.45,,TEMPLATE,,,n2_any_01,0.4624,0.3196,0.2622,0.1127,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
5d6bf0e3-fb28-4a78-b0ff-eed9718320ac,3.833333,3.833333,3.841667,N2,curious,0.45,,TEMPLATE,,,n2_curious_01,0.4187,0.2861,0.2858,0.1555,"Each location presents a puzzle disguised as routine detail, such as symbols on train maps, altered room layouts, or renamed objects; I follow these anomalies from scene to scene, noticing how the dream preserves structure while quietly reshaping the rules underneath.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
4512372f-a2c7-4ee1-b8ec-167dd372774b,3.841667,3.841667,3.85,N2,anxious,0.45,,TEMPLATE,,,n2_anxious_01,0.4446,0.2585,0.2732,0.1266,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that pulls me onward. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
5b665687-035c-4c8e-afeb-f62cc1e9da0d,3.85,3.85,3.858333,N2,neutral,0.45,,TEMPLATE,,,n2_any_01,0.4483,0.3189,0.2764,0.1285,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
f93d82d2-8287-4b26-976f-a68c9c64b172,3.858333,3.858333,3.866667,N2,anxious,0.45,,TEMPLATE,,,n2_anxious_01,0.4455,0.2528,0.2988,0.1437,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that pulls me onward. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
97177c2a-5edc-4cc9-b5c0-758be29252bb,3.866667,3.866667,3.875,N2,anxious,0.45,,TEMPLATE,,,n2_any_01,0.4775,0.2568,0.2844,0.1462,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
457befb4-883a-474e-a5a3-03bd96100921,3.875,3.875,3.883333,N2,fearful,0.45,,TEMPLATE,,,n2_fearful_01,0.4395,0.2848,0.2612,0.1564,"A low-threat dread pervades familiar places, with open doors, delayed footsteps, and messages that arrive too late; the dream never erupts, yet each scene carries a sharpened edge, making routine actions feel dangerous even when nothing explicitly attacks me. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
26251d95-019d-4559-aa97-49123057b640,3.883333,3.883333,3.891667,N2,anxious,0.45,,TEMPLATE,,,n2_anxious_01,0.473,0.248,0.2359,0.1571,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that pulls me onward. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
5817073f-dcf2-4cdd-8eb7-0a9ab106582a,3.891667,3.891667,3.9,N2,melancholic,0.45,,TEMPLATE,,,n2_melancholic_01,0.4882,0.2868,0.2701,0.1502,"I revisit quiet environments tied to old routines, where conversations are incomplete and people fade before we reconnect; the tone is reflective and heavy, with gentle sadness layered over everyday details that feel just out of reach but emotionally significant.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
d3b87b2c-a029-4487-bbd0-fc30fe8e77f7,3.9,3.9,3.908333,N2,serene,0.45,,TEMPLATE,,,n2_any_01,0.4838,0.2629,0.261,0.1352,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A serene dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
2d1ee895-9587-4bcc-aa0e-2cdb90237e38,3.908333,3.908333,3.916667,N2,anxious,0.45,,TEMPLATE,,,n2_anxious_01,0.4058,0.3051,0.2513,0.1452,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that pulls me onward. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
28c02e28-8a57-4635-ba04-6242b6dd5f9d,3.916667,3.916667,3.925,N2,serene,0.45,,TEMPLATE,,,n2_serene_01,0.4524,0.2926,0.3262,0.1427,"A calm narrative unfolds through still air, soft light, and unhurried movement, with scenes transitioning like slow breaths; nothing demands urgency, and the dream's continuity feels dependable, allowing me to drift through familiar spaces without cognitive strain. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A serene dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
ce7b9938-8ef5-4b41-b636-581e46540132,3.925,3.925,3.933333,N2,fearful,0.45,,TEMPLATE,,,n2_any_01,0.4681,0.2631,0.2648,0.1045,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
faa31171-f639-4653-b603-f1174e1de577,3.933333,3.933333,3.941667,N2,serene,0.45,,TEMPLATE,,,n2_serene_01,0.4786,0.2853,0.2729,0.1007,"A calm narrative unfolds through still air, soft light, and unhurried movement, with scenes transitioning like slow breaths; nothing demands urgency, and the dream's continuity feels dependable, allowing me to drift through familiar spaces without cognitive strain. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A serene dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
f37aaaf4-8326-4c02-9d8d-05d45633d20c,3.941667,3.941667,3.95,N2,melancholic,0.45,,TEMPLATE,,,n2_any_01,0.4867,0.279,0.2756,0.1035,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
5f43e01e-4d85-4085-8fb3-d25af07d5c48,3.95,3.95,3.958333,N2,melancholic,0.45,,TEMPLATE,,,n2_melancholic_01,0.4556,0.3078,0.2958,0.0988,"I revisit quiet environments tied to old routines, where conversations are incomplete and people fade before we reconnect; the tone is reflective and heavy, with gentle sadness layered over everyday details that feel just out of reach but emotionally significant.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
6a5bc3da-7fe3-482e-a182-433c9d0151d0,3.958333,3.958333,3.966667,N2,anxious,0.45,,TEMPLATE,,,n2_any_01,0.4343,0.2957,0.2641,0.1339,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
4568c68b-68d3-4128-9030-2dc557050d0d,3.966667,3.966667,3.975,N2,anxious,0.45,,TEMPLATE,,,n2_anxious_01,0.4516,0.2995,0.2629,0.157,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that pulls me onward. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
e7bfe2c2-3e97-4fa2-8e7e-a4eb82f599b6,3.975,3.975,3.983333,N2,fearful,0.45,,TEMPLATE,,,n2_fearful_01,0.4904,0.2998,0.2873,0.1154,"A low-threat dread pervades familiar places, with open doors, delayed footsteps, and messages that arrive too late; the dream never erupts, yet each scene carries a sharpened edge, making routine actions feel dangerous even when nothing explicitly attacks me. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
d415e750-f3d2-4a5a-ab96-24bee3e3180b,3.983333,3.983333,3.991667,N2,fearful,0.45,,TEMPLATE,,,n2_any_01,0.4145,0.2951,0.2929,0.0871,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
3cc00dee-80b3-4184-8940-9176cc6d4774,3.991667,3.991667,4.0,N2,anxious,0.45,,TEMPLATE,,,n2_anxious_01,0.4557,0.2728,0.2891,0.0973,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that pulls me onward. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
2cabd637-1f10-4566-b4a0-a2b81ebd30b5,4.0,4.0,4.008333,N2,joyful,0.45,,TEMPLATE,,,n2_any_01,0.464,0.2435,0.2551,0.1392,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
857390c3-da0e-48f3-b551-68d460f779d4,4.008333,4.008333,4.016667,N2,joyful,0.45,,TEMPLATE,,,n2_joyful_01,0.4537,0.2727,0.3042,0.1263,"The dream offers bright, coherent moments across streets, rooms, and gatherings where each interaction feels welcoming and lightly magical; colors are richer than waking life, and even ordinary gestures carry quiet delight that accumulates into a sustained positive mood. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
c30d6be7-45f6-4da1-8551-8aaf7ecfbb6d,4.016667,4.016667,4.025,N2,anxious,0.45,,TEMPLATE,,,n2_any_01,0.4488,0.321,0.2867,0.1536,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
3a2c1831-423d-47b2-b2ab-ee3346bf569e,4.025,4.025,4.033333,N2,curious,0.45,,TEMPLATE,,,n2_curious_01,0.47,0.2669,0.2748,0.1554,"Each location presents a puzzle disguised as routine detail, such as symbols on train maps, altered room layouts, or renamed objects; I follow these anomalies from scene to scene, noticing how the dream preserves structure while quietly reshaping the rules underneath.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
171d5cd4-7bb3-4dad-9e1f-fb08fe336511,4.033333,4.033333,4.041667,N2,melancholic,0.45,,TEMPLATE,,,n2_any_01,0.469,0.284,0.3005,0.1237,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable scene progression. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
46fcd79b-8f3a-4d66-b0bd-414b1050f4c8,4.041667,4.041667,4.05,N2,anxious,0.45,,TEMPLATE,,,n2_anxious_01,0.465,0.293,0.2641,0.1024,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that pulls me onward. The imagery keeps unfolding in layered associations, with sensory details, symbolic echoes, and emotional continuity extending the scene until it feels complete rather than abruptly truncated.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
