segment_index,time_hours,start_time_hours,end_time_hours,stage,dominant_emotion,bizarreness_score,lucidity_probability,generation_mode,llm_trigger_type,llm_latency_ms,llm_fallback_reason,template_bank,ach,serotonin,ne,cortisol,narrative,scene_description,active_memory_ids
313a2491-36ce-4728-bdb5-36a65fdfea7c,0.0,0.0,0.008333,N1,fearful,0.363,0.0,TEMPLATE,,,,n1_fearful_01,0.479,0.2969,0.3097,0.3655,"The boundary of wakefulness fractures into abrupt flashes of threat: a voice near my ear,.",A fearful dreamscape at N1 depth.,
71e2a215-74a8-488a-8c34-f02cee833a3d,3.958333,3.958333,3.966667,N2,curious,0.556,0.0,LLM,NREM_BIZARRENESS,6438.0,,,0.4158,0.2683,0.2718,0.1522,"I am running late again, my breath hitching as I sprint down a corridor where walls breathe. The child home collapses behind me. Someone chases, but I trip and fall, landing in a place that","Scene: A man peeks behind a wall in a dimly lit room, appearing curious and slightly uneasy.",mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
088f11ef-c71b-4404-a308-dca861108ac1,3.966667,3.966667,3.975,N2,joyful,0.565,0.0,LLM,NREM_BIZARRENESS,4865.0,,,0.4446,0.2967,0.2575,0.1504,"I float effortlessly through bright light, laughter bubbling up with each wingbeat. Wonder fills my chest as a familiar face smiles from above, anchoring this soaring joy in gentle, coherent wonder. No words needed—just pure",Scene text:,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
027d7a09-c23e-460e-8663-011f393edee5,3.975,3.975,3.983333,N2,anxious,0.525,0.0,TEMPLATE,,,,n2_any_01,0.3862,0.3008,0.2805,0.1266,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
93ea7e73-2f3c-40fc-9ac0-98d230cad566,3.983333,3.983333,3.991667,N2,melancholic,0.466,0.0,TEMPLATE,,,,n2_melancholic_01,0.4241,0.2728,0.2586,0.1284,"I revisit quiet environments tied to old routines, where conversations are incomplete and people fade before we reconnect; the tone is reflective and heavy, with gentle sadness layered over everyday details that feel just out.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
58e0c083-9965-49bc-8bbb-2ad685cb1c9b,3.991667,3.991667,4.0,N2,serene,0.557,0.0,LLM,NREM_BIZARRENESS,5478.0,,,0.4676,0.2742,0.2719,0.1485,"I float through a vast, sunlit sky, an image of flying and bright light merging into a sense of joy. A familiar face smiles down at me from a hillside. Wonder fills my chest as",/no_think Scene description generator,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
097b1748-c60c-47cf-935b-94ffd201097c,4.0,4.0,4.008333,N2,anxious,0.537,0.0,TEMPLATE,,,,n2_anxious_01,0.449,0.2652,0.2701,0.1251,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
43a22311-973c-4fd3-9753-76c7773aff1e,4.008333,4.008333,4.016667,N2,fearful,0.582,0.0,LLM,NREM_BIZARRENESS,1754.0,,,0.4337,0.2654,0.2867,0.1263,"Chasing a shadow through school corridor memories, I scream but my voice turns to heavy falling water. The clock is melting, showing me I'm always late. Every step feels like being chased by a giant.","Scene: A dark void with faint shadows shifting silently, evoking a sense of primal fear and disorientation in total darkness.",mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
017c275f-89b1-4894-bb6b-be4818a7d149,4.016667,4.016667,4.025,N2,melancholic,0.504,0.0,TEMPLATE,,,,n2_any_01,0.4365,0.2549,0.2729,0.1456,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
0e794fb4-0089-46a4-a019-8ff984f9e60c,4.025,4.025,4.033333,N2,fearful,0.531,0.0,TEMPLATE,,,,n2_fearful_01,0.4761,0.2715,0.2745,0.099,"A low-threat dread pervades familiar places, with open doors, delayed footsteps, and messages that arrive too late; the dream never erupts, yet each scene carries a sharpened edge, making routine actions feel dangerous even when.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
ac894b1a-e7d2-4af8-82a6-7c79c3fb3ba8,4.033333,4.033333,4.041667,N2,fearful,0.496,0.0,TEMPLATE,,,,n2_any_01,0.4283,0.2547,0.2565,0.1325,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
f6102fe6-680f-421a-8a8b-203f407cbd7a,4.041667,4.041667,4.05,N2,anxious,0.533,0.0,TEMPLATE,,,,n2_anxious_01,0.4301,0.2685,0.2785,0.151,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
dc01063f-9430-4d8d-aec8-ecb4af133cd9,4.05,4.05,4.058333,N2,curious,0.548,0.0,TEMPLATE,,,,n2_curious_01,0.4451,0.2968,0.2729,0.1628,"Each location presents a puzzle disguised as routine detail, such as symbols on train maps, altered room layouts, or renamed objects; I follow these anomalies from scene to scene, noticing how the dream preserves structure.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
e75030ef-01de-4149-9d4d-2908102e201e,4.058333,4.058333,4.066667,N2,anxious,0.489,0.0,TEMPLATE,,,,n2_any_01,0.4554,0.2627,0.2907,0.0919,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
bbbd40b6-e20c-4df6-a124-ec811d8ff1de,4.066667,4.066667,4.075,N2,neutral,0.525,0.0,TEMPLATE,,,,n2_neutral_01,0.4342,0.2976,0.3008,0.1517,"I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and each transition feels smooth enough to maintain continuity.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
ceb17af4-f446-47c9-806a-5ba7b916f93b,4.075,4.075,4.083333,N2,melancholic,0.5,0.0,TEMPLATE,,,,n2_melancholic_01,0.4541,0.2836,0.2908,0.0879,"I revisit quiet environments tied to old routines, where conversations are incomplete and people fade before we reconnect; the tone is reflective and heavy, with gentle sadness layered over everyday details that feel just out.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
78649534-8f71-4029-8752-a48fa5053840,4.083333,4.083333,4.091667,N2,melancholic,0.576,0.0,LLM,NREM_BIZARRENESS,1857.0,,,0.4896,0.3081,0.323,0.1378,"The hallway of your childhood home stretches infinitely as you rush toward the school door. You are late, and a shadowy figure chases you through the corridor. The walls breathe, merging with falling sensations that",Scene text only,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
09ca82bd-932b-4931-9444-c8bff49fa058,4.091667,4.091667,4.1,N2,anxious,0.533,0.0,TEMPLATE,,,,n2_anxious_01,0.4481,0.3098,0.3058,0.1034,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
e752838a-d230-4e91-aa77-f6aab2fc7c51,4.1,4.1,4.108333,N2,joyful,0.511,0.0,TEMPLATE,,,,n2_any_01,0.4452,0.2777,0.2585,0.1197,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
6b8c2528-03fc-4e74-895e-e2a2a5cd9dc8,4.108333,4.108333,4.116667,N2,joyful,0.53,0.0,TEMPLATE,,,,n2_joyful_01,0.4478,0.2989,0.2816,0.1387,"The dream offers bright, coherent moments across streets, rooms, and gatherings where each interaction feels welcoming and lightly magical; colors are richer than waking life, and even ordinary gestures carry quiet delight that accumulates into.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
c46c89a2-cdeb-4d72-8716-09867803eb81,4.116667,4.116667,4.125,N2,anxious,0.509,0.0,TEMPLATE,,,,n2_any_01,0.4567,0.2893,0.3011,0.1318,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
83090ef8-4a0f-47af-b9ec-ab85baead1b6,4.125,4.125,4.133333,N2,melancholic,0.493,0.0,TEMPLATE,,,,n2_melancholic_01,0.4213,0.2749,0.2771,0.1363,"I revisit quiet environments tied to old routines, where conversations are incomplete and people fade before we reconnect; the tone is reflective and heavy, with gentle sadness layered over everyday details that feel just out.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
2790c557-5b9a-4657-a311-ef51c4ac5d3f,4.133333,4.133333,4.141667,N2,anxious,0.534,0.0,TEMPLATE,,,,n2_anxious_01,0.4451,0.2563,0.2916,0.1495,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
5ea70e57-610a-4a9f-ac51-ad57efbee7b7,4.141667,4.141667,4.15,N2,anxious,0.489,0.0,TEMPLATE,,,,n2_any_01,0.4344,0.3232,0.2709,0.1259,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
adf1218a-c992-486c-8e6b-e0d3126c5a8b,4.15,4.15,4.158333,N2,curious,0.55,0.0,LLM,NREM_BIZARRENESS,1825.0,,,0.4675,0.2781,0.2299,0.1085,The hallway stretches longer than it should; you're late for school again. The corridor feels familiar yet unsettlingly vast. You're curious where the doors lead this time. Memories of childhood home blend with falling sensations,/no_think,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
3bf05bc5-de9b-444e-93c3-03e6de837c6f,4.158333,4.158333,4.166667,N2,anxious,0.503,0.0,TEMPLATE,,,,n2_anxious_01,0.4348,0.2582,0.2843,0.1244,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
54c900dc-7580-4c88-bf96-c9417ab79542,4.166667,4.166667,4.175,N2,anxious,0.582,0.0,LLM,NREM_BIZARRENESS,4838.0,,,0.4779,0.254,0.3054,0.1611,"Running late for school and falling down an old corridor, I feel anxious while being chased by a shadowy figure. The childhood home is behind me but crumbling as I run through the familiar halls,","Scene description: The room twists into a spiraling vortex while shadows elongate, the air grows thin and cold.",mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
c90de513-93f7-4aa5-a5ea-6a479c2b6f0c,4.175,4.175,4.183333,N2,curious,0.537,0.0,TEMPLATE,,,,n2_any_01,0.4595,0.2559,0.2595,0.1537,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
6736421e-6a5f-4f06-b0aa-a6eb2fa26307,4.183333,4.183333,4.191667,N2,fearful,0.576,0.0,LLM,NREM_BIZARRENESS,4482.0,,,0.4563,0.308,0.274,0.1456,"The hallway stretches impossibly long; every step echoes with a frantic rhythm. A shadow lunges from the corner of the corridor. The house looms above, its windows dark and silent. You run toward the door,",Scene: A dim room where fear grips you; shadows dance ominously in the silence.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
3b7bf3b3-bc71-4a72-8904-7f5898d3322d,4.191667,4.191667,4.2,N2,neutral,0.523,0.0,TEMPLATE,,,,n2_neutral_01,0.4617,0.2792,0.2945,0.1582,"I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and each transition feels smooth enough to maintain continuity.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
e0b13490-b65d-4a80-906b-a252b24a1227,4.2,4.2,4.208333,N2,anxious,0.551,0.0,LLM,NREM_BIZARRENESS,4029.0,,,0.4624,0.3017,0.285,0.1675,"The hallway stretches like a school corridor but bends at impossible angles as I run late. Walls breathe with childhood home echoes, and shadows chase me through the falling sensation, making every step feel heavy","Scene: A dimly lit room where I'm anxiously pacing, feeling disoriented and overwhelmed by strange sensory experiences.",mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
4f886e4a-c29a-4aaf-9327-143b22424fd8,4.208333,4.208333,4.216667,N2,neutral,0.542,0.0,TEMPLATE,,,,n2_any_01,0.458,0.2792,0.2904,0.0719,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
9e4e1848-66c7-4bb9-a659-824aa206e886,4.216667,4.216667,4.225,N2,melancholic,0.498,0.0,TEMPLATE,,,,n2_melancholic_01,0.4666,0.2742,0.2868,0.117,"I revisit quiet environments tied to old routines, where conversations are incomplete and people fade before we reconnect; the tone is reflective and heavy, with gentle sadness layered over everyday details that feel just out.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
de37c95e-3d49-444d-b63d-b0b811505cff,4.225,4.225,4.233333,N2,curious,0.57,0.0,LLM,NREM_BIZARRENESS,3761.0,,,0.4703,0.2448,0.2742,0.1285,"You rush through the school_corridor, late as always, but the walls stretch like rubber. A shadow chases you down a staircase that loops back to your childhood home's kitchen, where you taste lemon and feel","Scene: A dimly lit room with scattered papers, a curious observer examining them in low light, creating an enigmatic atmosphere.",mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
d7b2cae9-030a-45f5-8758-be6db9234d55,4.233333,4.233333,4.241667,N2,joyful,0.478,0.0,TEMPLATE,,,,n2_any_01,0.4009,0.2907,0.2837,0.1272,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
c64378af-f0d6-4079-b9dd-0d1da82b264b,4.241667,4.241667,4.25,N2,melancholic,0.59,0.0,LLM,NREM_BIZARRENESS,8229.0,,,0.4881,0.2761,0.2848,0.1159,"You are a dream narrator. Generate a vivid, psychologically realistic dream narrative for a single sleep segment with these properties: Sleep stage : N2 Dominant emotion: melancholic Bizarreness index: 0.59 Lucidity probability: 0.00 Active memories","Scene: A solitary figure stands in a dimly lit room, surrounded by soft shadows and faint echoes of distant memories.",mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
3fe36ff8-a9b8-4a78-9201-b0e004eb70db,4.25,4.25,4.258333,N2,anxious,0.565,0.0,LLM,NREM_BIZARRENESS,2204.0,,,0.452,0.2903,0.3137,0.1329,"Childhood home corridors stretched endlessly under heavy, anxious sky. I rushed through school gates but doors slammed behind me. Falling sensation gripped my chest as an unseen shadow chased me. Being late echoed in every",Scene: Anxiously floating in a vast dark void with scattered faint glowing points of light drifting slowly around me.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
1d4f679c-b89c-4b7e-89d3-9435e43ec3d9,4.258333,4.258333,4.266667,N2,melancholic,0.468,0.0,TEMPLATE,,,,n2_melancholic_01,0.4604,0.2854,0.2592,0.1704,"I revisit quiet environments tied to old routines, where conversations are incomplete and people fade before we reconnect; the tone is reflective and heavy, with gentle sadness layered over everyday details that feel just out.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
7b497dd7-c889-4b3d-9551-a73683d236a3,4.266667,4.266667,4.275,N2,fearful,0.543,0.0,TEMPLATE,,,,n2_fearful_01,0.4338,0.273,0.2691,0.1231,"A low-threat dread pervades familiar places, with open doors, delayed footsteps, and messages that arrive too late; the dream never erupts, yet each scene carries a sharpened edge, making routine actions feel dangerous even when.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
7412803d-405f-4a09-81d4-fc1af30d2223,4.275,4.275,4.283333,N2,melancholic,0.549,0.0,TEMPLATE,,,,n2_any_01,0.4525,0.2832,0.2602,0.1324,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
50be3038-fac1-4433-a554-610f23e6e058,4.283333,4.283333,4.291667,N2,neutral,0.469,0.0,TEMPLATE,,,,n2_neutral_01,0.4279,0.2933,0.2512,0.0895,"I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and each transition feels smooth enough to maintain continuity.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
655d4e4b-4502-41d6-a729-54cade748c70,4.291667,4.291667,4.3,N2,melancholic,0.535,0.0,TEMPLATE,,,,n2_melancholic_01,0.4579,0.2846,0.2584,0.1408,"I revisit quiet environments tied to old routines, where conversations are incomplete and people fade before we reconnect; the tone is reflective and heavy, with gentle sadness layered over everyday details that feel just out.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
ff64de9a-5f62-4629-95c8-f18a54a4feab,4.3,4.3,4.308333,N2,joyful,0.513,0.0,TEMPLATE,,,,n2_joyful_01,0.4861,0.2844,0.2845,0.1223,"The dream offers bright, coherent moments across streets, rooms, and gatherings where each interaction feels welcoming and lightly magical; colors are richer than waking life, and even ordinary gestures carry quiet delight that accumulates into.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
f61c45c9-1f7c-4f47-b087-c17146352f66,4.308333,4.308333,4.316667,N2,curious,0.542,0.0,TEMPLATE,,,,n2_curious_01,0.4148,0.3029,0.2751,0.1473,"Each location presents a puzzle disguised as routine detail, such as symbols on train maps, altered room layouts, or renamed objects; I follow these anomalies from scene to scene, noticing how the dream preserves structure.",A curious dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
ea04dde3-f05c-4032-9bb9-99d9d44484dc,4.316667,4.316667,4.325,N2,curious,0.518,0.0,TEMPLATE,,,,n2_any_01,0.4258,0.3026,0.2673,0.1213,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable.",A curious dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
2dd2a211-7c57-44bc-8fff-a60f20c21524,4.325,4.325,4.333333,N2,serene,0.498,0.0,TEMPLATE,,,,n2_serene_01,0.4251,0.2506,0.3098,0.121,"A calm narrative unfolds through still air, soft light, and unhurried movement, with scenes transitioning like slow breaths; nothing demands urgency, and the dream's continuity feels dependable, allowing me to drift through familiar spaces without.",A serene dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
1000223f-726a-49b0-b4ad-da7468e18156,4.333333,4.333333,4.341667,N2,anxious,0.52,0.0,TEMPLATE,,,,n2_any_01,0.4566,0.2914,0.2609,0.1373,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
b2e8b99c-060d-49d7-bdde-39e2d7d1f0ac,4.341667,4.341667,4.35,N2,fearful,0.492,0.0,TEMPLATE,,,,n2_fearful_01,0.4548,0.275,0.2704,0.1365,"A low-threat dread pervades familiar places, with open doors, delayed footsteps, and messages that arrive too late; the dream never erupts, yet each scene carries a sharpened edge, making routine actions feel dangerous even when.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
7bde6f04-d3e1-4e4b-bc7f-8c860489fe10,4.35,4.35,4.358333,N2,anxious,0.514,0.0,TEMPLATE,,,,n2_anxious_01,0.4422,0.2501,0.281,0.1344,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
58eda7c4-c700-46ab-81bf-7107c075373e,4.358333,4.358333,4.366667,N2,curious,0.531,0.0,TEMPLATE,,,,n2_curious_01,0.4374,0.3064,0.2894,0.1618,"Each location presents a puzzle disguised as routine detail, such as symbols on train maps, altered room layouts, or renamed objects; I follow these anomalies from scene to scene, noticing how the dream preserves structure.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
ed176938-0c10-413b-9d8a-3767e33af69a,4.366667,4.366667,4.375,N2,neutral,0.499,0.0,TEMPLATE,,,,n2_any_01,0.4538,0.3084,0.2781,0.123,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
b0b6cc52-12e6-41b2-83da-602e8e110f4f,4.375,4.375,4.383333,N2,neutral,0.476,0.0,TEMPLATE,,,,n2_neutral_01,0.4598,0.2811,0.2821,0.1418,"I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and each transition feels smooth enough to maintain continuity.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
81bedd9f-f7bb-4a52-8f2f-e7efdc3462cb,4.383333,4.383333,4.391667,N2,anxious,0.532,0.0,TEMPLATE,,,,n2_any_01,0.4637,0.3114,0.2623,0.1666,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
9eaa7631-5e81-443d-8b55-742afadc8e5b,4.391667,4.391667,4.4,N2,neutral,0.601,0.0,LLM,NREM_BIZARRENESS,3731.0,,,0.4454,0.273,0.2792,0.1228,"You rush through the familiar hallway of your childhood home, the wood creaking under invisible weight. Suddenly, you're falling again—no end in sight. Then shadows chase you across a school corridor you've never seen before,",Scene: A man walks alone in a misty city. His face is neutral and his steps are steady in the foggy streets.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
637fd145-fa1e-4c8b-adb2-ead219527d12,4.4,4.4,4.408333,N2,melancholic,0.52,0.0,TEMPLATE,,,,n2_melancholic_01,0.4208,0.2738,0.288,0.1563,"I revisit quiet environments tied to old routines, where conversations are incomplete and people fade before we reconnect; the tone is reflective and heavy, with gentle sadness layered over everyday details that feel just out.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
1e0ef5e9-98df-44e3-8b76-1dced6088992,4.408333,4.408333,4.416667,N2,serene,0.562,0.0,LLM,NREM_BIZARRENESS,2712.0,,,0.45,0.2526,0.2995,0.1396,"You float effortlessly through an endless bright light, feeling pure joy and wonder. A familiar face smiles from above as you soar higher, experiencing serenity without fear or confusion. The scene blends flying sensations with",Scene description generator,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
e561c941-70ac-49ef-acc9-27c353907674,4.416667,4.416667,4.425,N2,serene,0.534,0.0,TEMPLATE,,,,n2_any_01,0.4748,0.2609,0.2351,0.1296,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable.",A serene dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
df10e6e6-0583-4a80-8af6-cce46a8eee7b,4.425,4.425,4.433333,N2,anxious,0.518,0.0,TEMPLATE,,,,n2_anxious_01,0.4436,0.2656,0.2691,0.1406,"The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve small inconsistencies, but every answer introduces another mismatch that.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
719f0264-06b5-4239-bcd1-7df441802032,4.433333,4.433333,4.441667,N2,neutral,0.559,0.0,LLM,NREM_BIZARRENESS,3145.0,,,0.4551,0.2391,0.2419,0.1385,"The old house groans as I race down the school corridor; the door is always locked and I'm late. A low shadow chases my heels through familiar hallways while memories blur into a strange, coherent",Standing alone in a vast empty room with no visible objects or sources of light.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
31d39471-68d9-4327-a3d5-ba175cecdb66,4.441667,4.441667,4.45,N2,anxious,0.539,0.0,TEMPLATE,,,,n2_any_01,0.4516,0.2669,0.3108,0.1411,"The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough to support continuing action, mood persistence, and recognizable.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
bc20cc59-959b-4199-86c5-be1d495d6003,4.45,4.45,4.458333,REM,joyful,0.98,0.5242,LLM,REM_ONSET,2912.0,,,0.9332,0.0554,0.0253,0.1368,"You float through a hallway of shifting school corridors labeled childhood_home, bathed in blinding bright_light. A familiar_face grins upside down as gravity reverses; you laugh while flying between walls that melt into clouds. Suddenly lucid—you control the descent! sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through At 4.450h, the dream shifts around remembered details.",Scene description generator,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
